ARTIST,TITLE,METADATA_URL,IMAGE_LINK,IMAGE_NAME,DESCRIPTION,TIMEFRAME,TECHNIQUE,valid
CARAVAGGIO,St John the Baptist (detail),https://www.wga.hu/html/c/caravagg/11/71baptix.html,https://www.wga.hu/art/c/caravagg/11/71baptix.jpg,web_gallery_ccaravagg1171baptix.jpg,,1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Denial of St Peter,https://www.wga.hu/html/c/caravagg/11/72denial.html,https://www.wga.hu/art/c/caravagg/11/72denial.jpg,web_gallery_ccaravagg1172denial.jpg,"After the artist's many attempts to intensify the dynamics of a scene from the right, this composition offers a dramatic sequence of figures from the left. On a very dark night with deep shadows and without any indication of artificial light, a soldier wearing a helmet and armor appears from the left. He is turning his face so far round to the maid that it gets swallowed up by the darkness. The maid herself, her face obscured by the soldier's shadow, is peering at the soldier from close quarters. She is pointing her left hand at St Peter, who is holding both hands against his chest in a gestion of confirmation. For the apostle, Caravaggio has chosen a model who would be ideal for an old satyr or for Socrates. The artist usually  introduced heads like this for executioners.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Denial of St Peter (detail),https://www.wga.hu/html/c/caravagg/11/72deniax.html,https://www.wga.hu/art/c/caravagg/11/72deniax.jpg,web_gallery_ccaravagg1172deniax.jpg,,1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Denial of St Peter (detail),https://www.wga.hu/html/c/caravagg/11/72deniay.html,https://www.wga.hu/art/c/caravagg/11/72deniay.jpg,web_gallery_ccaravagg1172deniay.jpg,,1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Martyrdom of St Ursula,https://www.wga.hu/html/c/caravagg/11/73ursula.html,https://www.wga.hu/art/c/caravagg/11/73ursula.jpg,web_gallery_ccaravagg1173ursula.jpg,"This, another of the newly rediscovered paintings by Caravaggio, dates to his final weeks in Naples, before the ill-fated sea-trip back towards Rome and the pardon which was awaiting him. Saint Ursula was a popular Christian saint, remembered for her legendary refusal to marry a pagan Hun. Caravaggio has picked on the climactic moment of her martyrdom, when her frustrated suitor has just fired an arrow at her - here at point-blank range which is piercing her breast.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,St John the Baptist,https://www.wga.hu/html/c/caravagg/12/75stjohn.html,https://www.wga.hu/art/c/caravagg/12/75stjohn.jpg,web_gallery_ccaravagg1275stjohn.jpg,"The attribution of this painting to Caravaggio is debated. The figural type and pictorial execution find few parallels in Caravaggio's oeuvre. On stylistic ground, the attribution to Bartolomeo Cavarozzi is also suggested in the literature.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,St John the Baptist,https://www.wga.hu/html/c/caravagg/12/76stjohn.html,https://www.wga.hu/art/c/caravagg/12/76stjohn.jpg,web_gallery_ccaravagg1276stjohn.jpg,A much debated painting. St John seems to draw the bouquet of flower in his right hand away from the lamb to keep him from nibbling on it.,1551-1600,Oil on canvas,200.0
CARAVAGGIO,St John the Baptist at the Well,https://www.wga.hu/html/c/caravagg/12/79stjohn.html,https://www.wga.hu/art/c/caravagg/12/79stjohn.jpg,web_gallery_ccaravagg1279stjohn.jpg,"This painting does not fit into the artist's series of other St John the Baptist paintings. Only a few experts accept it as a genuine Caravaggio. Its colors are muted. A Banner with writing on it, which is wound around the unusually well-defined Jacob's staff on the ground, has an inscription which, although the artist twists it skilfully, can easily be read as: AGNUS DEI, the lamb of God. This painting possibly represents a late phase of the artist's creative work.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Holy Family with the Infant St John the Baptist,https://www.wga.hu/html/c/caravagg/12/90holyfa.html,https://www.wga.hu/art/c/caravagg/12/90holyfa.jpg,web_gallery_ccaravagg1290holyfa.jpg,"The attribution of this painting to Caravaggio, coming from a private collection, is not universally accepted.",1551-1600,Oil on canvas,200.0
"CARDUCHO, Bartolomé",Death of St Francis,https://www.wga.hu/html/c/carducho/bartolom/death_sf.html,https://www.wga.hu/art/c/carducho/bartolom/death_sf.jpg,web_gallery_ccarduchobartolomdeath_sf.jpg,"In this extraordinary picture, which demonstrates both his indebtness to Florentine colleagues and his great importance to the formation of a new style of religious painting at Spanish court,  Carducho builds a moving, humanized narrative on the armature of the classical style.The composition is nearly symmetrical, the figures carefully drawn and posed, the gestures and expressions exquisitely calibrated to evince deep, internalised grief. Even more than his Florentine models, Carducho individualizes the physical traits of the figures. The rough, appealing humanity of the Franciscans seems to be the artist's response to Spanish taste for a new realism in devotional pictures which would only increase in the years to come.",1551-1600,Oil on canvas,200.0
"CARDUCHO, Bartolomé",Descent from the Cross,https://www.wga.hu/html/c/carducho/bartolom/descent.html,https://www.wga.hu/art/c/carducho/bartolom/descent.jpg,web_gallery_ccarduchobartolomdescent.jpg,The painting was executed for the church of San Felipe Reale in Madrid.,1551-1600,Oil on canvas,200.0
"CARDUCHO, Bartolomé",The Flight into Egypt,https://www.wga.hu/html/c/carducho/bartolom/f_egypt.html,https://www.wga.hu/art/c/carducho/bartolom/f_egypt.jpg,web_gallery_ccarduchobartolomf_egypt.jpg,,1551-1600,Oil on canvas,200.0
"CARDUCHO, Vicente",St Francis Receiving the Stigmata,https://www.wga.hu/html/c/carducho/vicente/stigmata.html,https://www.wga.hu/art/c/carducho/vicente/stigmata.jpg,web_gallery_ccarduchovicentestigmata.jpg,This canvas is a fragment of a larger composition.,1601-1650,Oil on canvas,200.0
"CARDUCHO, Vicente",Vision of St Francis of Assisi,https://www.wga.hu/html/c/carducho/vicente/vision.html,https://www.wga.hu/art/c/carducho/vicente/vision.jpg,web_gallery_ccarduchovicentevision.jpg,"In the transition from classicism to naturalism an interesting part was played by the so-called second-generation Italians, descendants of the artists summoned by Philip II to work on the Escorial. One of them was Vicente Carducho (Carducci), court favorite until the arrival of Velázquez.",1601-1650,Oil on canvas,200.0
"CARDUCHO, Vicente",The Vision of St Anthony of Padua,https://www.wga.hu/html/c/carducho/vicente/vision_a.html,https://www.wga.hu/art/c/carducho/vicente/vision_a.jpg,web_gallery_ccarduchovicentevision_a.jpg,,1601-1650,Oil on canvas,200.0
"CARIANI, Giovanni",Road to Calvary with Veronica's Veil,https://www.wga.hu/html/c/cariani/roadcalv.html,https://www.wga.hu/art/c/cariani/roadcalv.jpg,web_gallery_ccarianiroadcalv.jpg,"This work is one of Cariani's most wrenching and psychologically charged. It shows him at the height of his interest in Lombard art and even in Lombard industry, as Brescia and Milan were known for the manufacture of arms and armor. The painting likewise exhibits a Lombard intensity in the observation of naturalistic detail that lends particularity and authenticity to the scene. However, numerous elements of the painting were inspired by Northern prints (by Scongauer, Cranach and Dürer).",1501-1550,Oil on canvas,200.0
"CARIANI, Giovanni",St Sebastian between St Roch and St Margaret,https://www.wga.hu/html/c/cariani/sebastia.html,https://www.wga.hu/art/c/cariani/sebastia.jpg,web_gallery_ccarianisebastia.jpg,,1501-1550,Oil on canvas,200.0
"CARIANI, Giovanni",Virgin Enthroned with Angels and Saints,https://www.wga.hu/html/c/cariani/virgin_e.html,https://www.wga.hu/art/c/cariani/virgin_e.jpg,web_gallery_ccarianivirgin_e.jpg,"This altarpiece comes from the church of San Gottardo in Bergamo. The represented saints are Apollonia, Augustine, Catherine, Joseph, Grata, Filippo Benizzi, and Barbara. The painter was influenced by the naturalism of Giorgione and the colorism of the late period of Titian, as well as by Lorenzo Lotto.",1501-1550,Oil on canvas,200.0
"CARLONE, Giovanni Battista",Virgin and Child in Glory with Saints,https://www.wga.hu/html/c/carlone/giovbatt/virgin_c.html,https://www.wga.hu/art/c/carlone/giovbatt/virgin_c.jpg,web_gallery_ccarlonegiovbattvirgin_c.jpg,"This painting was produced as a bozzetto for the fresco decoration in the ducal chapel of the Palazzo Ducale, Genoa, which was frescoed by Carlone in 1655. The represented saints are Sts George, John the Baptist, Bernard and Lawrence.",1601-1650,Oil on canvas,200.0
"CARNEVALE, Fra",The Presentation of the Virgin in the Temple (?),https://www.wga.hu/html/c/carneval/3presen1.html,https://www.wga.hu/art/c/carneval/3presen1.jpg,web_gallery_ccarneval3presen1.jpg,"Two panels of virtually the same size, depicting scenes constructed on a precisely mirror-image perspective grid, are in the centre of sustained scholarly debate which extends to both the subjects, the function, and the authorship. They depict ostensibly religious subjects with a plethora of detail taken, on the one hand, from contemporary life and inspired, on the other, by humanist-antiquarian interests. One of the panels (in the Metropolitan Museum of Art, New York) represents the Birth of the Virgin, the other (in the Museum of Fine Arts, Boston) probably shows the Presentation of the Virgin in the Temple.",1451-1500,Tempera and oil on wood,200.0
"CARNEVALE, Fra",The Presentation of the Virgin in the Temple (detail),https://www.wga.hu/html/c/carneval/3presen2.html,https://www.wga.hu/art/c/carneval/3presen2.jpg,web_gallery_ccarneval3presen2.jpg,The Virgin (the young girl in blue) is depicted at the head of the procession filing into the basilica-like temple. She passes three beggars - a common embellishment of the scene.,1451-1500,Tempera and oil on wood,200.0
"CARNEVALE, Fra",The Presentation of the Virgin in the Temple (detail),https://www.wga.hu/html/c/carneval/3presen3.html,https://www.wga.hu/art/c/carneval/3presen3.jpg,web_gallery_ccarneval3presen3.jpg,,1451-1500,Tempera and oil on wood,200.0
"CARNEVALE, Fra",The Presentation of the Virgin in the Temple (detail),https://www.wga.hu/html/c/carneval/3presen4.html,https://www.wga.hu/art/c/carneval/3presen4.jpg,web_gallery_ccarneval3presen4.jpg,"The Virgin (the young girl in blue) is depicted at the head of the procession filing into the basilica-like temple. She passes three beggars - a common embellishment of the scene. Two pilgrims are seen against the right-hand entrance pier. On the basis of the columns a dancing maenad and a satyr with pipes, as well as a classical urn with a branch protruding from its opening symbolize the pagan past.",1451-1500,Tempera and oil on wood,200.0
"CARNEVALE, Fra",The Presentation of the Virgin in the Temple (detail),https://www.wga.hu/html/c/carneval/3presen5.html,https://www.wga.hu/art/c/carneval/3presen5.jpg,web_gallery_ccarneval3presen5.jpg,"Instead of the traditional Jewish priest officiating at the event, Fra Carnevale places three figures at the high altar, apparently a Franciscan, a Dominican and a hooded figure - while two pilgrims are seen against the right-hand entrance pier. The remaining figures in the church are exclusively young males who chat, rest, or walk about.",1451-1500,Tempera and oil on wood,200.0
"CARNEVALE, Fra",The Presentation of the Virgin in the Temple (detail),https://www.wga.hu/html/c/carneval/3presen6.html,https://www.wga.hu/art/c/carneval/3presen6.jpg,web_gallery_ccarneval3presen6.jpg,,1451-1500,Tempera and oil on wood,200.0
"CARNEVALE, Fra",The Birth of the Virgin,https://www.wga.hu/html/c/carneval/4birth1.html,https://www.wga.hu/art/c/carneval/4birth1.jpg,web_gallery_ccarneval4birth1.jpg,"Two panels of virtually the same size, depicting scenes constructed on a precisely mirror-image perspective grid, are in the centre of sustained scholarly debate which extends to both the subjects, the function, and the authorship. They depict ostensibly religious subjects with a plethora of detail taken, on the one hand, from contemporary life and inspired, on the other, by humanist-antiquarian interests. One of the panels (in the Metropolitan Museum of Art, New York) represents the Birth of the Virgin, the other (in the Museum of Fine Arts, Boston) probably shows the Presentation of the Virgin in the Temple.",1451-1500,Tempera and oil on wood,200.0
"CARNEVALE, Fra",The Birth of the Virgin (detail),https://www.wga.hu/html/c/carneval/4birth2.html,https://www.wga.hu/art/c/carneval/4birth2.jpg,web_gallery_ccarneval4birth2.jpg,,1451-1500,Tempera and oil on wood,200.0
"CARNEVALE, Fra",The Birth of the Virgin (detail),https://www.wga.hu/html/c/carneval/4birth3.html,https://www.wga.hu/art/c/carneval/4birth3.jpg,web_gallery_ccarneval4birth3.jpg,"It is remarkable that the mother of the child - rather young for Saint Anne - is depicted lying in bed nude. Virtually every fifteenth-century scene of the Birth of the Virgin shows Anne reclining in bed, decorously dressed to receive visitors. However, the three maids attending Saint Anne - unlike the woman seated alongside her - are clothed all'antica. This implies that the birth has been imagined as a past event refracted through contemporary life.",1451-1500,Tempera and oil on wood,200.0
"CARNEVALE, Fra",The Birth of the Virgin (detail),https://www.wga.hu/html/c/carneval/4birth4.html,https://www.wga.hu/art/c/carneval/4birth4.jpg,web_gallery_ccarneval4birth4.jpg,,1451-1500,Tempera and oil on wood,200.0
